id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,crypto_pair(usd)
serum,srm,Serum,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Energi Ecosystem', 'Viction Ecosystem']",372782297.011929,1092844982.31,1764,Raydium,4K3DYJZVZP8EMZWUXBBCJEVWSKKK59S5ICNLY3QRKX6R/SRMUAPVNDXXOKK5GT7XD5CUUGXMBCOAZ2LHEUAOKWRT
seth2,seth2,sETH2,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",5652.196164711675,5652.196164711675,1445,Uniswap V3 (Ethereum),0XFE2E637202056D30016725477C5DA089AB0A043A/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
seth,seth,sETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Synthetic Asset', 'Derivatives', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Synthetic']",11584.25414847524,11584.25414847524,1082,Velodrome Finance,0XE405DE8F52BA7559F9DF3C368500B6E6AE6CEE49/0X4200000000000000000000000000000000000006
shadow-liquid-staking-token,x33,Shadow Liquid Staking Token,"['Liquid Staking Tokens', 'Liquid Staking']",522596.4959680976,522596.4959680976,1135,Shadow Exchange,0X3333111A391CC08FA51353E9195526A70B333333/0X3333B97138D4B086720B5AE8A7844B1345A33333
shadow-2,shadow,Shadow,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Sonic Ecosystem']",296971.688772682,3398402.413220062,1234,LBank,SHADOW/USDT
shapeshift-fox-token,fox,ShapeShift FOX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Pantera Capital Portfolio', 'Blockchain Capital Portfolio', 'Dex Aggregator']",622358923.5571277,1000001337.0,1204,Uniswap V2 (Ethereum),0XC770EEFAD204B5180DF6A14EE197D99D808EE52D/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
shardus,ult,Shardus,"['Polygon Ecosystem', 'Ethereum Ecosystem']",439556760.33010703,1000000000.0,1024,Uniswap V3 (Polygon),0XF0059CC2B3E980065A906940FBCE5F9DB7AE40A7/0X1BFD67037B42CF73ACF2047067BD4F2C47D9BFD6
shiba-inu-treat,treat,Shiba Inu Treat,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",2151626009.4061875,10000000000.0,1546,Bitget,TREAT/USDT
shiba-inu,shib,Shiba Inu,"['Meme', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Dog-Themed', 'GMCI Meme Index', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",589250616549474.6,589504654091266.0,20,OKX,SHIB/USDT
shiro-neko-2,shiro,Shiro Neko,"['Meme', 'Ethereum Ecosystem', 'Cat-Themed']",1000000000000000.0,1000000000000000.0,1437,LBank,SHIRO/USDT
shrapnel-2,shrap,Shrapnel,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Shooting Games', 'On-chain Gaming', 'Gaming Governance Token', 'Gaming Utility Token', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'OKX Ventures Portfolio']",1219400717.7424579,3000000000.0,1677,Bybit,SHRAP/USDT
shuffle-2,shfl,Shuffle,"['Gambling (GambleFi)', 'Ethereum Ecosystem']",267770108.4984032,951039567.127615,589,XT.COM,SHFL/USDT
siacoin,sc,Siacoin,"['Smart Contract Platform', 'Storage', 'DePIN', 'Paradigm Portfolio', 'Proof of Work (PoW)', 'DragonFly Capital Portfolio', 'Made in USA']",56025636522.07519,60105825676.30304,287,Binance,SC/USDT
sideshift-token,xai,SideShift,['Ethereum Ecosystem'],146624982.7536707,209999943.9971488,952,CoinEx,SIDESHIFT/USDT
sigma,sigma,Sigma,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",899825890.556291,899825890.556291,1448,Raydium,5SVG3T9CNQSM2KEWZBRQ6HASQH1OGFJQTTLXYUIBPUMP/SO11111111111111111111111111111111111111112
sidus,sidus,Sidus,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'RPG', 'Gaming Governance Token', 'Alameda Research Portfolio', 'OKX Ventures Portfolio']",11069086922.918486,18911293350.09517,1621,Gate.io,SIDUS/USDT
silo-finance,silo,Silo Finance,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",1000000000.0,1000000000.0,844,Uniswap V3 (Arbitrum One),0X0341C0C0EC423328621788D4854119B97F44E391/0X82AF49447D8A07E3BD95BD0D56F35241523FBAB1
simon-s-cat,cat,Simon's Cat,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Cat-Themed', 'TokenFi Launchpad', 'Binance HODLer Airdrops']",6749953033929.465,8099953033929.465,752,Gate.io,CAT/USDT
singularry,singularry,Singularry,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'AI Applications', 'DeFAI']",999897536.93,999897536.93,1356,Raydium,HWKE9CPG9Z9WZAEQSJ6JELBIZK7LJS5M6LTVX6PLPUMP/SO11111111111111111111111111111111111111112
singularitynet,agix,SingularityNET,"['Artificial Intelligence (AI)', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'AI Agents', 'Sora Ecosystem']",315424376.179115,476711326.9633673,584,Uniswap V2 (Ethereum),0X5B7533812759B45C2B44C19E320BA2CD2681B542/0XDAC17F958D2EE523A2206206994597C13D831EC7
sipher,sipher,SIPHER,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'RPG', 'Gaming Governance Token', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'Action Games']",116088004.47681855,135327022.0,1728,CoinEx,SIPHER/USDT
siren-2,siren,Siren,"['BNB Chain Ecosystem', 'Meme', 'Four.meme Ecosystem']",740495269.4040691,740495269.4040691,810,LBank,SIREN/USDT
skale,skl,SKALE,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Modular Blockchain', 'Account Abstraction', 'Multicoin Capital Portfolio', 'Gaming Blockchains', 'Gaming Utility Token', 'Skale Ecosystem', 'Consensys Portfolio', 'Galaxy Digital Portfolio', 'Made in USA']",5775852671.0,6076000000.0,371,Gate.io,SKL/USDT
skey-network,skey,Skey Network,"['Business Services', 'Internet of Things (IOT)', 'Smart Contract Platform', 'Oracle', 'Ethereum Ecosystem']",720381438.0,1000000000.0,1193,KuCoin,SKEY/USDT
ski-mask-dog,ski,Ski Mask Dog,"['Charity', 'Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme', 'Binance Alpha Spotlight', 'Made in USA']",1000000000.0,1000000000.0,823,Aerodrome SlipStream,0X768BE13E1680B5EBE0024C42C896E3DB59EC0149/0X4200000000000000000000000000000000000006
slash-vision-labs,svl,Slash Vision Labs,"['Mantle Ecosystem', 'Payment Solutions']",4939640210.64,10000000000.0,1234,Gate.io,SVL/USDT
sleepless-ai,ai,Sleepless AI,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio']",130000000.0,1000000000.0,1143,Binance,AI/USDT
slothana,sloth,Slothana,"['Solana Ecosystem', 'Meme', 'Solana Meme']",1854754324.461037,1854754324.461037,1761,Raydium,HQ7DAOIUXZC2K1DR7KXRHCCNTXVEYGNVOUEXTXE8DMBH/SO11111111111111111111111111111111111111112
slerf,slerf,Slerf,"['Solana Ecosystem', 'Meme', 'Solana Meme']",499997750.5,499997750.5,903,Gate.io,SLERF/USDT
smardex,sdex,SMARDEX,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",9086200252.230085,9980929376.954466,743,Uniswap V3 (Ethereum),0X5DE8AB7E27F6E7A1FFF3E5B337584AA43961BEEF/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
smart-layer-network,sln,Smart Layer Network,"['Infrastructure', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Linea Ecosystem', 'Base Ecosystem', 'Scroll Ecosystem', 'Polygon zkEVM Ecosystem', 'Mint Ecosystem']",75905896.82930234,100000000.0,1600,Gate.io,SLN/USDT
smooth-love-potion,slp,Smooth Love Potion,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Axie Infinity Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Ronin Ecosystem', 'Gaming Utility Token']",41129857331.0,41129857331.0,567,Binance,SLP/USDT
snek,snek,Snek,"['Meme', 'Cardano Ecosystem']",74472157774.0,75374171556.0,265,Gate.io,SNEK/USDT
snowbank,sb,Snowbank,"['Crypto-Backed Tokens', 'Rebase Tokens', 'Avalanche Ecosystem', 'Ohm Fork']",159640.027327531,159640.027327531,694,LFJ,0X7D1232B90D3F809A54EEAEEBC639C62DF8A8942F/0XB31F66AA3C1E785363F0875A1B74E27B85FD66C7
socean-staked-sol,inf,Sanctum Infinity,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",218184.16910874,668264.0,806,Orca,5OVNBEEEQVYI1CX3IR8DX5N1P7PDXYDBGF2X4TXVUSJM/SO11111111111111111111111111111111111111112
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,"['Stablecoins', 'EUR Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",41622375.0,41622375.0,607,Bitstamp,EURCV/USDT
soil,soil,Soil,"['Decentralized Finance (DeFi)', 'Tokenized Assets', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Poolz Finance Launchpad', 'RWA Protocol']",23277929.07361419,100000000.0,1743,Gate.io,SOIL/USDT
solana,sol,Solana,"['Smart Contract Platform', 'Solana Ecosystem', 'Layer 1 (L1)', 'Alleged SEC Securities', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Delphi Ventures Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",515474741.0768516,597985068.7193578,7,Binance,SOL/USDT
solana-social-explorer,sse,Solana Social Explorer,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999997589.62,999997589.62,1576,LBank,SSE/USDT
solayer-staked-sol,ssol,Solayer Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staked SOL', 'Liquid Staking', 'Liquid Restaked SOL']",620914.77289306,620914.77289306,490,Orca,SSO14ENDRUUBVQAJS3DQ36Q829A3A6BEFOEERGJYWEH/SO11111111111111111111111111111111111111112
solayer,layer,Solayer,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'LSDFi', 'Restaking', 'Stablecoin Protocol', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Binance HODLer Airdrops', 'Polychain Capital Portfolio']",210000000.0,1000000000.0,182,Binance,LAYER/USDT
solcasino-token,scs,Solcasino Token,"['Gambling (GambleFi)', 'Solana Ecosystem']",6158016104.0,6158016104.0,1366,Meteora,SCSUPPNUSYPLBSV4DARSRYNG4ANPGAGHKHSA3GMMYJZ/SO11111111111111111111111111111111111111112
solend,slnd,Solend,"['Lending/Borrowing Protocols', 'Solana Ecosystem', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio']",50595554.001905,100000000.0,478,Raydium,SLNDPMOWTVADGEDNDYVWZRONL7ZSI1DF9PC3XHGTPWP/SO11111111111111111111111111111111111111112
solidus-aitech,aitech,Solidus Ai Tech,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Launchpad', 'Base Ecosystem', 'ChainGPT Launchpad', 'AI Agents', 'Binance Alpha Spotlight']",1515726109.0,1990643906.0,761,KuCoin,AITECH/USDT
solo-coin,solo,Sologenic,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Wallets', 'XRP Ledger Ecosystem']",399198717.0,399198717.0,440,Bybit,SOLO/USDT
solv-protocol,solv,Solv Protocol,"['BNB Chain Ecosystem', 'Binance Megadrop', 'BTCfi']",1482600000.0,8400000000.0,710,Bybit,SOLV/USDT
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Restaking', 'Berachain Ecosystem', 'Merlin Chain Ecosystem', 'Sonic Ecosystem', 'Sei Network Ecosystem', 'Soneium Ecosystem', 'Corn Ecosystem']",8987.185990382115,8987.185990382115,97,PancakeSwap V3 (BSC),0X1346B618DC92810EC74163E4C27004C921D446A5/0X4AAE823A6A0B376DE6A78E74ECC5B079D38CBCF7
solv-protocol-solvbtc-jupiter,solvbtc.jup,Solv Protocol SolvBTC Jupiter,"['BNB Chain Ecosystem', 'Soneium Ecosystem']",864.2627634050936,864.2627634050936,495,Sonex,0XAFFEB8576B927050F5A3B6FBA43F360D2883A118/0X0555E30DA8F98308EDB960AA94C0DB47230D2B9C
solv-protocol-solvbtc-core,solvbtc.core,Solv Protocol SolvBTC.CORE,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Core Ecosystem', 'Liquid Staking']",582.7914137597878,582.7914137597878,628,COREx,0X9410E8052BC661041E5CB27FDF7D9E9E842AF2AA/0X5B1FB849F1F76217246B8AAAC053B5C7B15B7DC3
solv-btc,solvbtc,Solv Protocol SolvBTC,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Berachain Ecosystem', 'Merlin Chain Ecosystem', 'Mode Ecosystem', 'Sonic Ecosystem', 'Sei Network Ecosystem', 'Soneium Ecosystem', 'Corn Ecosystem']",15183.57918763609,16100.32475022609,70,PancakeSwap V3 (BSC),0X4AAE823A6A0B376DE6A78E74ECC5B079D38CBCF7/0X7130D2A12B9BCBFAE4F2634D864A1EE1CE3EAD9C
songbird,sgb,Songbird,['Smart Contract Platform'],15643830536.00611,18586093154.64326,513,MEXC,SGB/USDT
sonic-3,s,Sonic (prev. FTM),"['Smart Contract Platform', 'Layer 1 (L1)', 'Sonic Ecosystem']",3175000000.0,3175000000.0,68,Binance,S/USDT
sonic-svm,sonic,Sonic SVM,"['Smart Contract Platform', 'Gaming (GameFi)', 'Solana Ecosystem', 'Layer 2 (L2)', 'Gaming Blockchains']",360000000.0,2400000000.0,521,LBank,SONIC/USDT
sosovalue,soso,SoSoValue,"['Index', 'Analytics', 'Ethereum Ecosystem', 'Base Ecosystem']",70500000.0,1000000000.0,727,Bybit,SOSO/USDT
sovrun,sovrn,Sovrun,"['Gaming (GameFi)', 'Metaverse', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'DWF Labs Portfolio', 'On-chain Gaming', 'Andreessen Horowitz (a16z) Portfolio', 'Hyperliquid Ecosystem', 'Delphi Ventures Portfolio', 'Circle Ventures Portfolio']",832500000.0,896771567.0,1464,Gate.io,SOVRN/USDT
sovryn,sov,Sovryn,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain', 'Rootstock Ecosystem']",60074837.09861909,100000000.0,1364,Gate.io,SOV/USDT
spacechain-erc-20,spc,SpaceChain (ERC-20),['Ethereum Ecosystem'],406294238.5051539,603577159.85755,1184,Uniswap V2 (Ethereum),0X86ED939B500E121C0C5F493F399084DB596DAD20/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
space-id,id,SPACE ID,"['NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",430506132.0,1996617244.0,480,Binance,ID/USDT
spacen,sn,SpaceN,['BNB Chain Ecosystem'],40010000.0,1000000000.0,687,Gate.io,SN/USDT
space-nation-oikos,oik,Space Nation Oikos,"['Gaming (GameFi)', 'NFT', 'RPG', 'MMO']",500000000.0,1000000000.0,1275,LBank,OIK/USDT
spectra-finance,spectra,Spectra,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Yield Aggregator', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Optimism Ecosystem', 'Fixed Interest', 'Base Ecosystem', 'Yield Tokenization Protocol', 'Delphi Ventures Portfolio']",347127857.6295671,563127465.3376905,1645,Equalizer (Base),0X64FCC3A02EEEBA05EF701B7EED066C6EBD5D4E51/0X833589FCD6EDB6E08F4C7C32D4F71B54BDA02913
spectral,spec,Spectral,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'Circle Ventures Portfolio', 'Galaxy Digital Portfolio', 'AI Agent Launchpad', 'DeFAI']",14104696.9,100000000.0,1032,OrangeX,SPEC/USDT
spectre-ai,spectre,Spectre AI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Telegram Apps', 'AI Agents', 'DeFAI']",9993171.20242279,9993171.20242279,1287,Uniswap V2 (Ethereum),0X9CF0ED013E67DB12CA3AF8E7506FE401AA14DAD6/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
sperax,spa,Sperax,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Stablecoin Protocol', 'Alameda Research Portfolio', 'Outlier Ventures Portfolio']",1974758099.00319,4606749772.505574,994,Coinbase Exchange,SPA/USD
spell-token,spell,Spell,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Avalanche Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Stablecoin Protocol']",159402748146.0718,196008739620.0,449,MEXC,SPELL/USDT
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,"['Tokenized Assets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Starknet Ecosystem', 'Tokenized Treasury Bills (T-Bills)']",85800746.94499,85800746.94499,403,,/
spinning-cat,oiiaoiia,Spinning Cat,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem']",999818939.13884,999818939.13884,1706,Raydium,VAXZXMFXV8TMSD72HUN22EX6GFZZ5UQ9DVJ5WA5PUMP/SO11111111111111111111111111111111111111112
spring-staked-sui,ssui,Spring Staked SUI,"['Liquid Staking Tokens', 'Sui Ecosystem', 'Liquid Staking', 'Liquid Staked SUI']",8295888.845,8295888.845,1126,Cetus,0X83556891F4A0F233CE7B05CFE7F957D4020492A34F5405B2CB9377D060BEF4BF::SPRING_SUI::SPRING_SUI/0X2::SUI::SUI
spx6900,spx,SPX6900,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Bridged-Tokens', 'Murad Picks', 'Stock market-themed']",930993086.0063922,930993086.0063922,136,Bybit,SPX/USDT
squidgrow-2,sqgrow,SquidGrow,"['Meme', 'Ethereum Ecosystem']",1000000000.0,1000000000.0,1686,Uniswap V2 (Ethereum),0XB72E76CCF005313868DB7B48070901A44629DA98/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
ssv-network,ssv,SSV Network,"['Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'OKX Ventures Portfolio']",7085672.647228521,12370227.45302208,728,Gate.io,SSV/USDT
stablr-usd,usdr,StablR USD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",6600620.0,6600620.0,1610,EarnBIT,BTC/USDR
stablr-euro,eurr,StablR Euro,"['Stablecoins', 'EUR Stablecoin', 'Ethereum Ecosystem']",10583309.77,10583309.77,1285,Kraken,EURR/EUR
stafi,fis,Stafi,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Osmosis Ecosystem', 'Sora Ecosystem', 'Liquid Staking']",152380205.6010531,152380205.6010531,1093,Binance,FIS/USDT
stader-bnbx,bnbx,Stader BNBx,['BNB Chain Ecosystem'],16407.61792752348,,1376,THENA FUSION,0X1BDD3CF7F79CFB8EDBB955F20AD99211551BA275/0XBB4CDB9CBD36B01BD1CBAEBF2DE08D9173BC095C
stader-ethx,ethx,Stader ETHx,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",134636.1284355335,134636.1284355335,226,Curve (Ethereum),0XA35B1B31CE002FBF2058D22F30F95D405200A15B/0XEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
stader,sd,Stader,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Animoca Brands Portfolio', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Liquid Staking', 'Binance Alpha Spotlight']",56328954.4995863,120000000.0,992,Gate.io,SD/USDT
stader-maticx,maticx,Stader MaticX,"['Polygon Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Manta Network Ecosystem', 'Liquid Staking']",123494207.6150814,123494207.6150814,904,Balancer V2 (Polygon),0X0D500B1D8E8EF31E21C99D1DB9A6444D3ADF1270/0XFA68FB4628DFF1028CFEC22B4162FCCD0D45EFB6
stake-dao,sdt,Stake DAO,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Curve Ecosystem', 'Yield Optimizer']",61604119.53975674,66563519.52828983,1167,Curve (Ethereum),0X73968B9A57C6E53D41345FD57A6E6AE27D6CDB2F/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
stader-sftmx,sftmx,BeethovenX sFTMX,['Fantom Ecosystem'],19822579.0,19822579.0,1245,,/
staked-ether,steth,Lido Staked Ether,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",9373597.263680654,9373597.263680654,11,OKX,STETH/ETH
staked-frax-usd,sfrxusd,Staked Frax USD,"['USD Stablecoin', 'Arbitrum Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Mode Ecosystem', 'Fraxtal Ecosystem', 'X Layer Ecosystem', 'Sonic Ecosystem', 'Fiat-backed Stablecoin', 'Sei Network Ecosystem', 'Yield-Bearing Stablecoin']",23000009.167609,23000009.167609,852,SwapX Algebra,0X5BFF88CA1442C2496F7E475E9E7786383BC070C0/0XB1E25689D55734FD3FFFC939C4C3EB52DFF8A794
staked-frax-ether,sfrxeth,Staked Frax Ether,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",85614.63325954272,85614.63325954272,296,Balancer V2,0X7F39C581F595B53C5CB19BD0B3F8DA6C935E2CA0/0XAC3E018457B222D93114458476F3E3416ABBE38F
staked-hype,sthype,Staked HYPE,"['Liquid Staking Tokens', 'HyperEVM Ecosystem']",4150830.930777743,4150830.930777743,647,HyperSwap V3,0XFFAA4A3D97FE9107CEF8A3F48C069F577FF76CC1/0X5555555555555555555555555555555555555555
staked-frax,sfrax,Staked FRAX,"['Decentralized Finance (DeFi)', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Fiat-backed Stablecoin']",58175928.10438064,58175928.10438064,498,Curve (Ethereum),0XF939E0A03FB07F59A73314E73794BE0E57AC1B4E/0XA663B02CF0A4B149D2AD41910CB81E23E1C41C32
stakewise-v3-oseth,oseth,StakeWise Staked ETH,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",194682.7101517,194682.7101517,187,Balancer V2,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2/0XF1C9ACDC66974DFB6DECB12AA385B9CD01190E38
stake-link,sdl,stake.link,"['Ethereum Ecosystem', 'Liquid Staking']",58388782.15,100000000.0,1003,Uniswap V3 (Ethereum),0XA95C5EBB86E0DE73B4FB8C47A45B792CFEA28C23/0X514910771AF9CA656AF840DFF83E8264ECF986CA
stakestone,sto,StakeStone,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",225333333.0,1000000000.0,1226,Bitget,STO/USDT
stakestone-berachain-vault-token,berastone,StakeStone Berachain Vault Token,"['Yield Aggregator', 'Ethereum Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Polychain Capital Portfolio']",161179.7194666344,161179.7194666344,211,Uniswap V3 (Ethereum),0X97AD75064B20FB2B2447FED4FA953BF7F007A706/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
star-atlas-dao,polis,Star Atlas DAO,"['Gaming (GameFi)', 'Metaverse', 'Solana Ecosystem', 'Gaming Governance Token', 'Alameda Research Portfolio', 'Made in USA', 'MMO']",284464250.941,360000000.0,1078,MEXC,POLIS/USDT
stardoge,stardoge,StarDOGE,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'AI Meme']",100000000000.0,100000000000.0,1688,Gate.io,STARDOGE/USDT
star-atlas,atlas,Star Atlas,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Solana Ecosystem', 'Animoca Brands Portfolio', 'Gaming Utility Token', 'Made in USA', 'MMO']",18694967059.1531,36000000000.0,958,MEXC,ATLAS/USDT
stargate-finance,stg,Stargate Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Linea Ecosystem', 'Bridge Governance Tokens', 'Base Ecosystem', 'FTX Holdings']",971464728.370142,1000000000.0,270,Binance,STG/USDT
stargaze,stars,Stargaze,"['Smart Contract Platform', 'NFT', 'BNB Chain Ecosystem', 'Cosmos Ecosystem', 'Osmosis Ecosystem', 'Appchains', 'Evmos Ecosystem']",2660273973.234879,2986560000.0,1682,Osmosis,IBC/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4/UOSMO
