id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,closing_price
starknet,strk,Starknet,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Starknet Ecosystem', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Rollup', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'GMCI Layer 2 Index', 'Consensys Portfolio', 'Sequoia Capital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio']",3107889969.936132,10000000000.0,165,BINANCE,tether,STRKUSDT,0.1293
status,snt,Status,"['Software as a service', 'Ethereum Ecosystem', 'Energi Ecosystem']",3960483788.3096976,6804870174.0,504,MEXC,tether,SNTUSDT,0.02129
steem-dollars,sbd,Steem Dollars,['SocialFi'],9500017.258,9500017.258,1657,HUOBI,tether,SBDUSDT,0.8417
steem,steem,Steem,['SocialFi'],510593477.9,511418779.4,555,BINANCE,tether,STEEMUSDT,0.142
step-app-fitfi,fitfi,Step App,"['Sports', 'Gaming (GameFi)', 'Yield Farming', 'NFT', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'DaoMaker Launchpad', 'Play To Earn', 'Move To Earn', 'Step Network Ecosystem', 'Gaming Governance Token', 'Sports Games']",3760000000.0,4600000000.0,1783,MEXC,tether,FITFIUSDT,0.001708
stepn,gmt,GMT,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Play To Earn', 'Move To Earn', 'Ethereum Ecosystem', 'Binance Launchpad', 'Gaming Governance Token', 'Sports Games', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Sequoia Capital Portfolio']",2816304969.306329,5128438309.306329,337,BINANCE,tether,GMTUSDT,0.0521
ston-2,ston,STON,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'TON Ecosystem', 'Delphi Ventures Portfolio']",4575513.877,99999999.88,1652,CoinEx,tether,STONUSDT,1.7408
step-finance,step,Step Finance,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Alameda Research Portfolio']",318038432.6610835,349999452.6137941,1100,GATEIO,tether,STEPUSDT,0.07582
stonks-4,stnk,Stonks,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Wall Street Bets Themed', 'Stock market-themed']",581917.6419,581917.6419,1536,MEXC,tether,STNKUSDT,15.86
stool-prisondente,jailstool,Stool Prisondente,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999853822.1,999853822.1,1850,MEXC,tether,JAILSTOOLUSDT,0.005661
stonks-5,stonks,STONKS,"['Solana Ecosystem', 'Meme', 'Pump.fun Ecosystem']",999934708.7,999934708.7,751,MEXC,tether,STONKSUSDT,0.0428
storx,srx,StorX,"['Storage', 'XDC Ecosystem', 'DePIN']",502739952.3,601569845.6,938,BitMart,tether,SRXUSDT,0.05888
story-2,ip,Story,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA', 'Story Ecosystem']",269706028.8,1004135646.0,90,MEXC,tether,IPUSDT,3.71
straitsx-xusd,xusd,StraitsX XUSD,"['Stablecoins', 'Ethereum Ecosystem']",25252577.67,25252577.67,1035,BINANCE,tether,XUSDUSDT,0.9999
stp-network,stpt,STP,"['Decentralized Finance (DeFi)', 'Derivatives', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Base Ecosystem', 'Synthetic']",1942420283.027067,1942420283.027067,427,BINANCE,tether,STPTUSDT,0.07471
storj,storj,Storj,"['Storage', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Energi Ecosystem']",143787438.7,424999998.0,758,BINANCE,tether,STORJUSDT,0.2799
stratos,stos,Stratos,"['Entertainment', 'Infrastructure', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'Osmosis Ecosystem']",67128640.0,100000000.0,1594,MEXC,tether,STOSUSDT,0.1317
stratis,strax,Stratis,"['Smart Contract Platform', 'Proof of Stake (PoS)']",1959773073.964382,2084613073.964382,444,BINANCE,tether,STRAXUSDT,0.05651
stride,strd,Stride,"['Liquid Staking Governance Tokens', 'Osmosis Ecosystem', 'Pantera Capital Portfolio', 'Liquid Staking']",92402996.42,92403228.84,993,MEXC,tether,STRDUSDT,0.272
strike,strike,Strike,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem']",5545022.389698466,6540888.0,777,MEXC,tether,STRIKEUSDT,6.973
streamr,data,Streamr,"['Big Data', 'Infrastructure', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Layer 0 (L0)']",767121867.0,1000541714.0,1382,BINANCE,tether,DATAUSDT,0.01567
stronghold-token,shx,Stronghold,"['Ethereum Ecosystem', 'Stellar Ecosystem', 'Made in USA']",5374948823.0,,728,MEXC,tether,SHXUSDT,0.007815
sturdy,strdy,Sturdy,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Bittensor Ecosystem', 'Binance Alpha Spotlight', 'DeFAI']",20710082.022743177,100000000.0,1342,MEXC,tether,STRDYUSDT,0.6003
subsquid,sqd,SQD,"['Artificial Intelligence (AI)', 'Big Data', 'Analytics', 'Arbitrum Ecosystem', 'Base Ecosystem']",658558373.7317226,1337000000.0,376,MEXC,tether,SQDUSDT,0.22238
sudeng,hippo,sudeng,"['Meme', 'Sui Ecosystem', 'Sui Meme', 'Zoo-Themed']",10000000000.0,10000000000.0,1111,MEXC,tether,HIPPOUSDT,0.002436
sui,sui,Sui,"['Smart Contract Platform', 'Binance Launchpool', 'Layer 1 (L1)', 'Sui Ecosystem', 'Coinbase Ventures Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA']",3338327017.911665,10000000000.0,13,BINANCE,tether,SUIUSDT,3.4093
suilend,send,Suilend,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem']",48730741.3,100000000.0,899,MEXC,tether,SENDUSDT,0.6156
suins-token,ns,SuiNS Token,"['Decentralized Identifier (DID)', 'Sui Ecosystem', 'Name Service']",155302085.1,500000000.0,865,MEXC,tether,NSUSDT,0.20833
suku,suku,SUKU,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Made in USA']",430237414.5,1500000000.0,1317,MEXC,tether,SUKUUSDT,0.03286
sundog,sundog,Sundog,"['Meme', 'Tron Ecosystem', 'Sun Pump Ecosystem', 'TRON Meme']",1000000000.0,1000000000.0,684,MEXC,tether,SUNDOGUSDT,0.04564
sun-token,sun,Sun Token,"['Decentralized Finance (DeFi)', 'Tron Ecosystem']",19243656772.54747,19900730000.0,203,BINANCE,tether,SUNUSDT,0.01811
superfarm,super,SuperVerse,"['Gaming (GameFi)', 'NFT', 'Collectibles', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Gaming Blockchains', 'Made in USA']",451694843.4,999998077.4169172,207,BINANCE,tether,SUPERUSDT,0.66
superrare,rare,SuperRare,"['NFT', 'Ethereum Ecosystem']",829773770.6952108,1000000000.0,676,BINANCE,tether,RAREUSDT,0.0592
super-champs,champ,Super Champs,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Base Ecosystem', 'Gaming Utility Token', 'Gaming Platform', 'AI Agents']",885400000.0,1000000000.0,1861,GATEIO,tether,CHAMPUSDT,0.0002006
supra,supra,Supra,"['Infrastructure', 'Smart Contract Platform', 'Oracle', 'Layer 1 (L1)', 'Animoca Brands Portfolio', 'Coinbase Ventures Portfolio', 'Cross-chain Communication', 'Made in USA', 'Supra Ecosystem']",13450337839.44581,79701642895.19206,498,MEXC,tether,SUPRAUSDT,0.007674
susda,susda,sUSDa,"['Stablecoins', 'Ethereum Ecosystem']",81782472.84793225,81782504.12395224,516,THENA,usda-2,SUSDAUSDA,
susds,susds,sUSDS,"['Stablecoins', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Yield-Bearing Stablecoin']",2941005421.823932,2943931307.846209,43,Curve (Ethereum),tether,SUSDSUSDT,
susd-optimism,susd,sUSD (Optimism),"['Crypto-Backed Tokens', 'Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Synthetic Asset', 'Derivatives', 'Optimism Ecosystem', 'Fiat-backed Stablecoin', 'Synthetic']",19900027.57,19896730.55254154,1220,Velodrome Finance V2 (Optimism),susd-optimism,SUSDSUSD,
sushi,sushi,Sushi,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Yearn Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'Blockchain Capital Portfolio']",192789255.8554817,282434964.3935628,387,BINANCE,tether,SUSHIUSDT,0.608
swarm-bzz,bzz,Swarm,"['Storage', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN']",63149437.83655022,63149437.83655022,1157,MEXC,tether,BZZUSDT,0.2882
swarm-markets,smt,Swarm Markets,"['Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'RWA Protocol']",82545900.23,158040819.3,1755,MEXC,tether,SMTUSDT,0.0664
swarms,swarms,Swarms,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'AI Framework']",999984830.6,999984830.6,879,MEXC,tether,SWARMSUSDT,0.02763
swell-network,swell,Swell,"['Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens']",2219878260.049752,10000000000.0,1121,MEXC,tether,SWELLUSDT,0.00875
swipe,sxp,Solar,"['BNB Chain Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",639439928.5014119,641805368.0332102,391,BINANCE,tether,SXPUSDT,0.1901
swisscheese,swch,SwissCheese,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem']",42750000.0,120000000.0,1219,MEXC,tether,SWCHUSDT,0.4551
switch-token,switch,Switch Token,['Ethereum Ecosystem'],44292518549.50905,50000000000.0,1457,Tokpie,tether,SWITCHUSDT,
sx-network-2,sx,SX Network,"['Gambling (GambleFi)', 'Prediction Markets', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'SX Rollup Ecosystem']",557943455.1591176,999253979.0,1036,UNISWAP3ETH,usd-coin,SXUSDC,
synapse-2,syn,Synapse,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Bridge Governance Tokens', 'Base Ecosystem', 'Alameda Research Portfolio', 'Intent']",219066529.0,250000000.0,622,BINANCE,tether,SYNUSDT,0.2419
synfutures,f,SynFutures,"['Decentralized Finance (DeFi)', 'NFT', 'Perpetuals', 'Ethereum Ecosystem', 'NFTFi', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Polychain Capital Portfolio']",1621276596.0,10000000000.0,1174,MEXC,tether,FUSDT,0.010884
syrup,syrup,Maple Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'Binance Alpha Spotlight']",1064968562.469133,1182824064.604299,309,MEXC,tether,SYRUPUSDT,0.1712
syrupusdc,syrupusdc,SyrupUSDC,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem']",233410434.9,233410434.9,242,UNISWAP3ETH,usd-coin,SYRUPUSDCUSDC,
syscoin,sys,Syscoin,"['Smart Contract Platform', 'Masternodes', 'Layer 1 (L1)', 'Decentralized Identifier (DID)', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Rollux Ecosystem', 'DWF Labs Portfolio', 'Data Availability', 'Modular Blockchain', 'Rollup', 'Proof of Work (PoW)']",813430735.7817848,813462259.7091558,753,BINANCE,tether,SYSUSDT,0.0473
synternet-synt,synt,Synternet,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'Data Availability', 'AI Agents']",900152100.0,1144933400.0,1193,MEXC,tether,SYNTUSDT,0.02137
taiko,taiko,Taiko,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Rollup', 'OKX Ventures Portfolio']",103152731.1279638,1000000000.0,555,MEXC,tether,TAIKOUSDT,0.6545
tajir-tech-hub,tjrm,Tajir Tech Hub,['Solana Ecosystem'],749999503.0830146,749999503.0830146,1281,MEXC,tether,TJRMUSDT,0.02944
taraxa,tara,Taraxa,"['Big Data', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Taraxa Ecosystem', 'Made in USA', 'Directed Acyclic Graph (DAG)']",5446022512.0,10736897515.0,1157,MEXC,tether,TARAUSDT,0.0036264
tars-protocol,tai,TARS AI,"['Artificial Intelligence (AI)', 'Solana Ecosystem']",586681333.5321538,894996126.4121538,717,MEXC,tether,TAIUSDT,0.07967
tectum,tet,Tectum,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain']",7708776.611,10000000.0,1555,MEXC,tether,TETUSDT,1.132
telcoin,tel,Telcoin,"['Decentralized Finance (DeFi)', 'Wallets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Payment Solutions', 'Base Ecosystem', 'Sora Ecosystem', 'Made in USA']",91899666665.0,100000000000.0,147,MEXC,tether,TELUSDT,0.00536
tellor,trb,Tellor Tributes,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Manta Network Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Lisk Ecosystem', 'Made in USA']",2663190.2909918465,2748078.188045327,531,BINANCE,tether,TRBUSDT,27.83
telos,tlos,Telos,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Telos Ecosystem', 'Consensys Portfolio']",419999963.0,420000000.0,835,MEXC,tether,TLOSUSDT,0.08343
temple,temple,TempleDAO,"['Crypto-Backed Tokens', 'Ethereum Ecosystem']",23722422.590706147,23769704.54225455,524,UNISWAP3ETH,dai,TEMPLEDAI,
tenset,10set,Tenset,"['BNB Chain Ecosystem', 'Launchpad']",167306761.1,167306771.1,1575,GATEIO,tether,10SETUSDT,0.05577
tensor,tnsr,Tensor,"['NFT', 'Solana Ecosystem', 'NFT Marketplace']",334607239.0,1000000000.0,683,BINANCE,tether,TNSRUSDT,0.1277
tera-smart-money,tera,TERA,['Smart Contract Platform'],754497500.0,1000000000.0,1307,BigONE,tether,TERAUSDT,
terra-luna,lunc,Terra Luna Classic,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Coinbase Ventures Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio']",5435219121428.768,6498458633236.854,201,BINANCE,tether,LUNCUSDT,5.977e-05
terrausd,ustc,TerraClassicUSD,"['Stablecoins', 'USD Stablecoin', 'Seigniorage', 'Alleged SEC Securities', 'Osmosis Ecosystem', 'Stablecoin Protocol', 'DeFiance Capital Portfolio', 'Terra Classic Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'Fiat-backed Stablecoin']",5595428828.412437,6096200096.676909,564,BINANCE,tether,USTCUSDT,0.01186
terra-luna-2,luna,Terra,"['Alleged SEC Securities', 'Osmosis Ecosystem', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio']",687660230.0,1078518456.0,396,BINANCE,tether,LUNAUSDT,0.1668
tether,usdt,Tether,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Near Protocol Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Aptos Ecosystem', 'FTX Holdings', 'TON Ecosystem', 'Tron Ecosystem', 'Kava Ecosystem', 'Fiat-backed Stablecoin', 'World Liberty Financial Portfolio']",148904681418.3361,148904681418.3361,3,BYBIT,tether,USDTUSDT,
test-3,tst,Test,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight', 'Four.meme Ecosystem']",947422557.2860764,947422557.2860764,632,BINANCE,tether,TSTUSDT,0.0665
tether-eurt,eurt,Euro Tether,"['Stablecoins', 'EUR Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",25484421.51,50000050.0,967,HUOBI,tether,EURTUSDT,1.1362
tether-gold,xaut,Tether Gold,"['Stablecoins', 'Tokenized Assets', 'Tokenized Gold', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",246524.33,246524.33,106,MEXC,tether,XAUTUSDT,3320.42
tezos,xtz,Tezos,"['Smart Contract Platform', 'Layer 1 (L1)', 'Tezos Ecosystem', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",1041897023.064018,1062019590.316369,135,BINANCE,tether,XTZUSDT,0.537
thala,thl,Thala,"['Aptos Ecosystem', 'Stablecoin Protocol']",52716974.19662242,100000000.0,1679,MEXC,tether,THLUSDT,0.1359
thales,thales,Thales,"['Decentralized Finance (DeFi)', 'Derivatives', 'Prediction Markets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem']",61054823.0,63392572.35,1839,GATEIO,tether,THALESUSDT,0.09579
the-graph,grt,The Graph,"['Artificial Intelligence (AI)', 'Business Services', 'Infrastructure', 'Smart Contract Platform', 'Analytics', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Energi Ecosystem', 'Sora Ecosystem', 'Made in USA', 'Coinbase 50 Index']",9548531509.0,10788004319.0,96,BINANCE,tether,GRTUSDT,0.0911
the-innovation-game,tig,The Innovation Game,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Base Ecosystem', 'Decentralized Science (DeSci)', 'Proof of Work (PoW)']",19450587.095213268,43666970.89345774,1723,Uniswap v3 (Base),usd-coin,TIGUSDC,
thena,the,Thena,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'opBNB Ecosystem', 'Binance HODLer Airdrops']",55131121.61750301,253126087.2344933,1265,BINANCE,tether,THEUSDT,0.2548
the-open-network,ton,Toncoin,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'DWF Labs Portfolio', 'TON Ecosystem', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index']",2487270072.400679,5128741710.751842,19,BINANCE,tether,TONUSDT,2.982
the-root-network,root,The Root Network,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Outlier Ventures Portfolio']",6600000000.0,12000000000.0,826,MEXC,tether,ROOTUSDT,0.005786
the-sandbox,sand,The Sandbox,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Gaming Utility Token', 'Simulation Games', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Coinbase 50 Index']",2445857126.2233224,3000000000.0,120,BINANCE,tether,SANDUSDT,0.2747
theta-fuel,tfuel,Theta Fuel,"['Smart Contract Platform', 'DePIN', 'Proof of Stake (PoS)', 'Made in USA']",6925045024.0,6926126858.0,238,BINANCE,tether,TFUELUSDT,0.036
theta-token,theta,Theta Network,"['Smart Contract Platform', 'Layer 1 (L1)', 'DePIN', 'Theta Ecosystem', 'Blockchain Capital Portfolio', 'Made in USA']",1000000000.0,1000000000.0,114,BINANCE,tether,THETAUSDT,0.703
thorchain,rune,THORChain,"['Decentralized Exchange (DEX)', 'Infrastructure', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Bridge Governance Tokens', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Delphi Ventures Portfolio']",351619631.0,425625581.0,160,BINANCE,tether,RUNEUSDT,1.258
threshold-network-token,t,Threshold Network,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Cross-chain Communication', 'BTCfi']",10127322683.16408,11155000000.0,305,BINANCE,tether,TUSDT,0.01719
tokamak-network,ton,Tokamak Network,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)']",51631808.98906947,93061220.99697864,616,BINANCE,tether,TONUSDT,2.981
tokenbot-2,clanker,tokenbot,"['Artificial Intelligence (AI)', 'Launchpad', 'Base Ecosystem', 'AI Applications', 'Clanker Ecosystem', 'Binance Alpha Spotlight']",1000000.0,1000000.0,845,MEXC,tether,CLANKERUSDT,25.45
token-dforce-usd,usx,dForce USD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Kava Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",15453332.51134857,134571773.1095259,1289,Balancer V2 (Arbitrum),usd-coin,USXUSDC,
token-metrics-ai,tmai,Token Metrics AI,"['Artificial Intelligence (AI)', 'Analytics', 'Meme', 'Base Ecosystem', 'AI Agents', 'DeFAI', 'Made in USA']",6762942298.0,10000000000.0,1882,MEXC,tether,TMAIUSDT,0.0007861
tokenlon,lon,Tokenlon,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",116240296.0413772,140451028.8,546,GATEIO,tether,LONUSDT,0.6683
token-pocket,tpt,TokenPocket Token,"['BNB Chain Ecosystem', 'Wallets', 'Ethereum Ecosystem', 'Huobi ECO Chain Ecosystem']",3466457401.0,3466457401.0,1081,MEXC,tether,TPTUSDT,0.006777
tokenfi,token,TokenFi,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'BNB Chain Ecosystem', 'Launchpad', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Telegram Apps', 'Discord Bots', 'DWF Labs Portfolio', 'TokenFi Launchpad']",2432285973.151932,10000000000.0,710,MEXC,tether,TOKENUSDT,0.01889
tokemak,toke,Tokemak,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Delphi Ventures Portfolio', 'Consensys Portfolio']",81345786.65294261,100000000.0,1220,MEXC,tether,TOKEUSDT,0.1878
tokocrypto,tko,Tokocrypto,"['BNB Chain Ecosystem', 'Binance Launchpad', 'YZi Labs (Prev. Binance Labs) Portfolio']",75000000.0,500000000.0,1372,BINANCE,tether,TKOUSDT,0.1625
tomochain,vic,Viction,"['Smart Contract Platform', 'Masternodes', 'Layer 1 (L1)', 'DWF Labs Portfolio']",120843724.9,210000000.0,974,BINANCE,tether,VICUSDT,0.211
tornado-cash,torn,Tornado Cash,"['Privacy', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",3810550.883649667,9999997.526815,909,MEXC,tether,TORNUSDT,8.518
torus,torus,Torus,['Base Ecosystem'],66869289.89445796,144000000.0,1172,Uniswap v3 (Base),usd-coin,TORUSUSDC,
trac,trac,TRAC (Ordinals),"['Layer 1 (L1)', 'BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",21000000.0,21000000.0,1672,MEXC,tether,TRACUSDT,0.386
tranchess,chess,Tranchess,"['Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",202827613.0,300000000.0,1293,BINANCE,tether,CHESSUSDT,0.0636
trencher,trencher,Trencher,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999895239.0,999895239.0,1780,MEXC,tether,TRENCHERUSDT,0.008625
tribe-2,tribe,Tribe,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Stablecoin Protocol']",455015530.8048597,1000000000.0,357,MEXC,tether,TRIBEUSDT,0.3194
trinique,tnq,TNQ,['Ethereum Ecosystem'],77485620.0,1000000000.0,550,P2B,tether,TNQUSDT,
trias-token,trias,TriasLab,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'AI Agents']",10000000.0,10000000.0,1236,MEXC,tether,TRIASUSDT,1.507
troll,troll,Troll,"['Meme', 'Ethereum Ecosystem']",960418978392123.2,960418978392123.2,1833,MEXC,tether,TROLLUSDT,5.349e-09
tron,trx,TRON,"['Smart Contract Platform', 'Layer 1 (L1)', 'Alleged SEC Securities', 'FTX Holdings', 'DWF Labs Portfolio', 'Tron Ecosystem', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index', 'World Liberty Financial Portfolio', 'Made in China']",94925197788.76236,94925197788.76236,10,BINANCE,tether,TRXUSDT,0.249
true-usd,tusd,TrueUSD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Tron Ecosystem', 'Andreessen Horowitz (a16z) Portfolio', 'Fiat-backed Stablecoin']",495516083.0,495516083.0,152,BINANCE,tether,TUSDUSDT,0.9982
