id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,in_tv
ryujin,ryu,RyuJin,"['Meme', 'Ethereum Ecosystem']",1000000000000000.0,1000000000000000.0,1690,Uniswap v2 (Ethereum),weth,,
safe,safe,Safe,"['Infrastructure', 'Wallets', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem']",580281293,1000000000,227,MEXC,tether,SAFEUSDT,y
safemoon-2,sfm,SafeMoon,['BNB Chain Ecosystem'],372598080451.9746,372598080451.9746,1666,MEXC,tether,SFMUSDT,y
safepal,sfp,SafePal,"['BNB Chain Ecosystem', 'Wallets', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Binance Launchpad', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",500000000,500000000,235,BINANCE,tether,SFPUSDT,y
saga-2,saga,Saga,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Binance Launchpool', 'Layer 1 (L1)', 'Modular Blockchain', 'Appchains', 'Saga Ecosystem']",245383897,1064064929,559,BINANCE,tether,SAGAUSDT,y
sai,sai,Sai,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",2683599.995685694,2683599.995685694,1018,Uniswap v2 (Ethereum),weth,,
saitachain-coin-2,stc,SaitaChain Coin,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",42197766368.67006,54917683673.535736,1815,SaitaSwap (BSC),wbnb,,
saito,saito,Saito,"['Smart Contract Platform', 'SocialFi', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem']",3000000000,3000000000,1845,GATEIO,tether,SAITOUSDT,y
sally-a1c,a1c,Sally A1C,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'CreatorBid Ecosystem']",10554595.235271262,21000000,1500,Uniswap V2 (Base),l2-standard-bridged-weth-base,,
samoyedcoin,samo,Samoyedcoin,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme']",4746709480,4746913623,1284,MEXC,tether,SAMOUSDT,y
san-chan,san,San Chan,"['Charity', 'Solana Ecosystem', 'Meme', 'Pump.fun Ecosystem']",911991151.6,941968873.8,1745,Raydium,wrapped-solana,,
sanctum-2,cloud,Cloud,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Liquid Staking Governance Tokens', 'Liquid Staking']",180000000,1000000000,1366,MEXC,tether,CLOUDUSDT,y
sancho,sancho,Sancho,"['Base Ecosystem', 'Unit0 Network Ecosystem']",1000000000,1000000000,1598,Aerodrome SlipStream,usd-coin,SANCHOUSDC,
salute,slt,Salute,"['Meme', 'XRP Ledger Ecosystem']",1E+11,1E+11,1321,First Ledger,ripple,,
santos-fc-fan-token,santos,Santos FC Fan Token,"['Sports', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Fan Token']",10046061.29,30000000,1055,BINANCE,tether,SANTOSUSDT,y
sappy-seals-pixl,pixl,PIXL,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Ethereum Ecosystem', 'Strategy Games']",500000000,500000000,1310,UNISWAP3ETH,weth,,
saros-finance,saros,Saros,"['Solana Ecosystem', 'Payment Solutions', 'Viction Ecosystem']",2624999826,10000000000,199,MEXC,tether,SAROSUSDT,y
sats-ordinals,sats,SATS (Ordinals),"['BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",2100000000000000.0,2100000000000000.0,472,MEXC,tether,SATSUSDT,y
saucerswap,sauce,SaucerSwap,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Hedera Ecosystem', 'Made in USA']",806351081.6,1000000000,891,MEXC,tether,SAUCEUSDT,y
sbtc-2,sbtc,sBTC,"['Smart Contract Platform', 'Bitcoin Sidechains', 'Stacks Ecosystem', 'SideChain']",1000,1000,475,ALEX,xlink-bridged-btc-stacks,,
scallop-2,sca,Scallop,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem']",103350402.7502583,250000000,1231,MEXC,tether,SCAUSDT,y
savings-crvusd,scrvusd,Savings crvUSD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Curve Ecosystem']",30702564.66452346,30702564.66452346,897,Curve (Ethereum),ethena-staked-usde,SCRVUSDSUSDE,
sceptre-staked-flr,sflr,Sceptre Staked FLR,"['Liquid Staking Tokens', 'Flare Network Ecosystem', 'Liquid Staking']",650238076.5,650238076.5,1274,SparkDEX V3.1,flare-staked-ether,,
seamless-protocol,seam,Seamless Protocol,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Base Ecosystem']",35139827.88328633,100000000,1258,Coinbase Exchange,,,
scroll,scr,Scroll,"['Smart Contract Platform', 'Binance Launchpool', 'Layer 2 (L2)', 'Scroll Ecosystem']",190000000,1000000000,617,BINANCE,tether,SCRUSDT,y
secret,scrt,Secret,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Cosmos Ecosystem', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Privacy Blockchain', 'Outlier Ventures Portfolio']",306781725.5,322616353.2,579,BINANCE,tether,SCRTUSDT,y
seda-2,seda,SEDA,"['Smart Contract Platform', 'Oracle', 'Modular Blockchain', 'Osmosis Ecosystem']",342730590.3563558,1003345021.445501,1632,MEXC,tether,SEDAUSDT,y
seedify-fund,sfund,Seedify.fund,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Launchpad', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",63562839.95,100000000,756,MEXC,tether,SFUNDUSDT,y
sei-fastusd,fastusd,Sei fastUSD,['Stablecoins'],5250256.604308673,5250256.604308673,1926,DragonSwap V2,wrapped-sei,,
sei-network,sei,Sei,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Parallelized EVM', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'GMCI Layer 1 Index', 'Delphi Ventures Portfolio', 'Circle Ventures Portfolio', 'OKX Ventures Portfolio', 'GMCI Index', 'Sei Network Ecosystem', 'World Liberty Financial Portfolio', 'Made in USA']",5107222222,10000000000,88,BINANCE,tether,SEIUSDT,y
self-chain,slf,Self Chain,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Account Abstraction', 'Intent']",97000000,336000000,1149,BINANCE,tether,SLFUSDT,y
send-2,send,Sendcoin,"['Solana Ecosystem', 'Meme', 'AI Framework']",999999941.2,999999941.2,1300,MEXC,tether,SENDUSDT,y
sekoia-by-virtuals,sekoia,sekoia by Virtuals,"['Base Ecosystem', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight']",1000000000,1000000000,1449,Aerodrome SlipStream,l2-standard-bridged-weth-base,,
sensay,snsy,Sensay,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents']",5296464010.030241,10000000000,1479,MEXC,tether,SNSYUSDT,y
sentinel,dvpn,Sentinel,"['Infrastructure', 'Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'DePIN', 'Osmosis Ecosystem', 'Proof of Stake (PoS)', 'VPN']",22009818349.37264,31460307250,1821,Osmosis,sentinel,,
sentio-protocol,sen,Sentio Protocol,"['Meme', 'Ethereum Ecosystem', 'AI Meme', 'AI Agent Launchpad', 'Made in USA']",100000000,100000000,1927,Uniswap v2 (Ethereum),weth,,
serum,srm,Serum,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Energi Ecosystem', 'Viction Ecosystem']",372782297,1092844982,1956,MEXC,tether,SRMUSDT,y
sentinel-protocol,bounty,ChainBounty,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'DWF Labs Portfolio', 'Proof of Stake (PoS)']",505833333,505833333,1008,BITHUMB,,,
seth,seth,sETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Synthetic Asset', 'Derivatives', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Synthetic']",11584.25414847524,11584.25414847524,1183,Velodrome Finance,l2-standard-bridged-weth-optimism,,
seth2,seth2,sETH2,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",5573.253079211988,5573.253079211988,1532,UNISWAP3ETH,seth2,,
seraph,seraph,Seraph,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'RPG', 'Gaming Utility Token', 'Action Games']",202960848,1000000000,827,MEXC,tether,SERAPHUSDT,y
seraph-by-virtuals,seraph,Seraph by Virtuals,"['Base Ecosystem', 'Bittensor Ecosystem', 'Virtuals Protocol Ecosystem']",999550515.6162388,999550515.6162388,1940,Uniswap V2 (Base),virtual-protocol,,
shadow-liquid-staking-token,x33,Shadow Liquid Staking Token,"['Liquid Staking Tokens', 'Liquid Staking']",539203.3918888536,539203.3918888536,1181,Shadow Exchange,shadow-2,,
shapeshift-fox-token,fox,ShapeShift FOX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Pantera Capital Portfolio', 'Blockchain Capital Portfolio', 'Dex Aggregator']",622358923.5571277,1000001337,1200,MEXC,tether,FOXUSDT,y
shadow-2,shadow,Shadow,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Sonic Ecosystem']",393523.3147,3522600.685220062,1218,Shadow Exchange,shadow-2,,
shardus,ult,Shardus,"['Polygon Ecosystem', 'Ethereum Ecosystem']",439556760.33010703,1000000000,1085,Uniswap v3 (Polygon),polygon-bridged-wbtc-polygon-pos,,
shiba-inu,shib,Shiba Inu,"['Meme', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Dog-Themed', 'GMCI Meme Index', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",589249997145978.0,589504390639473.5,19,BINANCE,tether,SHIBUSDT,y
shiba-inu-treat,treat,Shiba Inu Treat,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",2151626009.4061875,10000000000,1676,MEXC,tether,TREATUSDT,y
shina-inu,shi,Shina Inu,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",14006151368119.16,1.44821E+13,1851,UNISWAP3ETH,weth,,
shiro-neko-2,shiro,Shiro Neko,"['Meme', 'Ethereum Ecosystem', 'Cat-Themed']",1000000000000000.0,1000000000000000.0,1300,MEXC,tether,SHIROUSDT,y
shrapnel-2,shrap,Shrapnel,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Shooting Games', 'On-chain Gaming', 'Gaming Governance Token', 'Gaming Utility Token', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'OKX Ventures Portfolio']",1253276497.7113876,3000000000,1755,HUOBI,tether,SHRAPUSDT,y
shuffle-2,shfl,Shuffle,"['Gambling (GambleFi)', 'Ethereum Ecosystem']",281342151.1,950825015.1,640,UNISWAP3ETH,usd-coin,SHFLUSDC,
sideshift-token,xai,SideShift,['Ethereum Ecosystem'],146624982.7536707,209999943.9971488,1180,BINANCE,tether,XAIUSDT,y
sidus,sidus,Sidus,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Play To Earn', 'Ethereum Ecosystem', 'Linea Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'RPG', 'Gaming Governance Token', 'Alameda Research Portfolio', 'OKX Ventures Portfolio']",11069086922.918486,18911293350.09517,1487,MEXC,tether,SIDUSUSDT,y
sigma,sigma,Sigma,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",899825756.7,899825756.7,1169,Raydium,wrapped-solana,,
sign-global,sign,Sign,"['Analytics', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)']",1200000000,10000000000,451,BINANCE,tether,SIGNUSDT,y
siacoin,sc,Siacoin,"['Smart Contract Platform', 'Storage', 'DePIN', 'Paradigm Portfolio', 'Proof of Work (PoW)', 'DragonFly Capital Portfolio', 'Made in USA']",56025636522.07519,60215175676.30304,294,BINANCE,tether,SCUSDT,y
sillynubcat,nub,Sillynubcat,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed']",999953591.5,999953591.5,1706,Raydium,wrapped-solana,,
simon-s-cat,cat,Simon's Cat,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Cat-Themed', 'TokenFi Launchpad', 'Binance HODLer Airdrops']",6749784447260.849,8099784447260.849,708,MEXC,tether,CATUSDT,y
silo-finance,silo,Silo Finance,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",1000000000,1000000000,797,Camelot V3,arbitrum-bridged-weth-arbitrum-one,,
sipher,sipher,SIPHER,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'RPG', 'Gaming Governance Token', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'Action Games']",116088004.47681856,154492954,1935,UNISWAP3ETH,weth,,
siren-2,siren,Siren,"['BNB Chain Ecosystem', 'Meme', 'Four.meme Ecosystem']",731952882.4692477,731952882.4692477,628,MEXC,tether,SIRENUSDT,y
six-network,six,SIX Network,"['DWF Labs Portfolio', 'Stellar Ecosystem']",273776596,999999970,1938,Bitkub,,,
skale,skl,SKALE,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Modular Blockchain', 'Account Abstraction', 'Multicoin Capital Portfolio', 'Gaming Blockchains', 'Gaming Utility Token', 'Skale Ecosystem', 'Consensys Portfolio', 'Galaxy Digital Portfolio', 'Made in USA']",5775852671,6076000000,376,BINANCE,tether,SKLUSDT,y
singularitynet,agix,SingularityNET,"['Artificial Intelligence (AI)', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'AI Agents', 'Sora Ecosystem']",309237581.7616349,463335568.8086546,464,UNISWAP3ETH,weth,,
singularry,singularry,Singularry,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'AI Applications', 'DeFAI']",999897536.9,999897536.9,1337,THENA FUSION,wbnb,,
skey-network,skey,Skey Network,"['Business Services', 'Internet of Things (IOT)', 'Smart Contract Platform', 'Oracle', 'Ethereum Ecosystem']",720381438,1000000000,1518,BitMart,tether,SKEYUSDT,y
ski-mask-dog,ski,Ski Mask Dog,"['Charity', 'Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme', 'Binance Alpha Spotlight', 'Made in USA']",1000000000,1000000000,643,MEXC,tether,SKIUSDT,y
skyai,skyai,SkyAI,"['BNB Chain Ecosystem', 'Binance Alpha Spotlight']",1000000000,1000000000,795,MEXC,tether,SKYAIUSDT,y
slash-vision-labs,svl,Slash Vision Labs,"['Mantle Ecosystem', 'Payment Solutions']",4939640211,10000000000,1105,MEXC,tether,SVLUSDT,y
sleepless-ai,ai,Sleepless AI,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio']",130000000,1000000000,1093,BINANCE,tether,AIUSDT,y
slothana,sloth,Slothana,"['Solana Ecosystem', 'Meme', 'Solana Meme']",1854754050.228644,1854754050.228644,1686,XT.COM,tether,SLOTHUSDT,
smardex,sdex,SMARDEX,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",9128553803.881956,9979913218.456017,767,MEXC,tether,SDEXUSDT,y
slerf,slerf,Slerf,"['Solana Ecosystem', 'Meme', 'Solana Meme']",499997750.5,499997750.5,848,MEXC,tether,SLERFUSDT,y
smart-layer-network,sln,Smart Layer Network,"['Infrastructure', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Linea Ecosystem', 'Base Ecosystem', 'Scroll Ecosystem', 'Polygon zkEVM Ecosystem', 'Mint Ecosystem']",76415094.92,100000000,1721,MEXC,tether,SLNUSDT,y
smoking-chicken-fish,scf,Smoking Chicken Fish,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",999848340.7,999848340.7,1655,MEXC,tether,SCFUSDT,y
smooth-love-potion,slp,Smooth Love Potion,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Axie Infinity Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Ronin Ecosystem', 'Gaming Utility Token']",41129065336,41129065336,577,BINANCE,tether,SLPUSDT,y
snap-kero,$nap,SNAP,"['Solana Ecosystem', 'Meme', 'Solana Meme']",1642043538372.775,1642043538372.775,1900,LBank,tether,$NAPUSDT,
snek,snek,Snek,"['Meme', 'Cardano Ecosystem']",74466379765,75368393547,240,MEXC,tether,SNEKUSDT,y
snowbank,sb,Snowbank,"['Crypto-Backed Tokens', 'Rebase Tokens', 'Avalanche Ecosystem', 'Ohm Fork']",159640.0273,159640.0273,850,LFJ,wrapped-avax,,
soil,soil,Soil,"['Decentralized Finance (DeFi)', 'Tokenized Assets', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Poolz Finance Launchpad', 'RWA Protocol']",34713449.61611021,100000000,1512,MEXC,tether,SOILUSDT,y
solana,sol,Solana,"['Smart Contract Platform', 'Solana Ecosystem', 'Layer 1 (L1)', 'Alleged SEC Securities', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Delphi Ventures Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",517953540.4595124,599764844.9757644,6,BINANCE,usd-coin,SOLUSDC,y
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,"['Stablecoins', 'EUR Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",41506375.00000001,41506375.00000001,721,BITSTAMP,,,
socean-staked-sol,inf,Sanctum Infinity,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",218184.1691,668264,760,Orca,wrapped-solana,,
solanahub-staked-sol,hubsol,SolanaHub staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",58127.42723,58127.42723,1563,Orca,wrapped-solana,,
solana-social-explorer,sse,Solana Social Explorer,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999997589.6,999997589.6,1742,MEXC,tether,SSEUSDT,y
solana-swap,sos,Solana Swap,"['Decentralized Finance (DeFi)', 'Solana Ecosystem']",1000000000,1000000000,318,MEXC,tether,SOSUSDT,y
solanium,slim,Solanium,"['Solana Ecosystem', 'Launchpad']",100000000,100000000,1950,MEXC,tether,SLIMUSDT,y
solayer,layer,Solayer,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'LSDFi', 'Restaking', 'Stablecoin Protocol', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Binance HODLer Airdrops', 'Polychain Capital Portfolio']",210000000,1000000000,132,BINANCE,tether,LAYERUSDT,y
solayer-usd,susd,Solayer USD,"['Stablecoins', 'Solana Ecosystem', 'Yield-Bearing Stablecoin', 'US Treasury-backed Stablecoin']",9805101.568,9805101.568,1500,Raydium (CLMM),usd-coin,SUSDUSDC,
solcasino-token,scs,Solcasino Token,"['Gambling (GambleFi)', 'Solana Ecosystem']",6158016104,6158016104,1519,Meteora,wrapped-solana,,
solayer-staked-sol,ssol,Solayer Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staked SOL', 'Liquid Staking', 'Liquid Restaked SOL']",594825.7348,594825.7348,477,Orca,wrapped-solana,,
solend,slnd,Solend,"['Lending/Borrowing Protocols', 'Solana Ecosystem', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio']",50595554,100000000,585,Meteora,usd-coin,SLNDUSDC,
solidus-aitech,aitech,Solidus Ai Tech,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Launchpad', 'Base Ecosystem', 'ChainGPT Launchpad', 'AI Agents', 'Binance Alpha Spotlight', 'DeFAI']",1550065390,1990643906,601,MEXC,tether,AITECHUSDT,y
solforge-fusion,sfg,SolForge Fusion,"['Gaming (GameFi)', 'Solana Ecosystem', 'Card Games', 'Gaming Utility Token', 'Made in USA']",5952905.199336278,84430188.88,1780,Raydium,wrapped-solana,,
solo-coin,solo,Sologenic,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Wallets', 'XRP Ledger Ecosystem']",399198717,399198717,525,MEXC,tether,SOLOUSDT,y
solv-btc,solvbtc,Solv Protocol SolvBTC,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Berachain Ecosystem', 'Merlin Chain Ecosystem', 'Mode Ecosystem', 'Sonic Ecosystem', 'Sei Network Ecosystem', 'Soneium Ecosystem', 'Corn Ecosystem']",15625.67593711617,15625.67593711617,71,THENA FUSION,binance-bitcoin,,
solv-protocol,solv,Solv Protocol,"['BNB Chain Ecosystem', 'Binance Megadrop', 'BTCfi']",1482600000,8400000000,668,BINANCE,tether,SOLVUSDT,y
solv-protocol-solvbtc-bbn,xsolvbtc,Solv Protocol xSolvBTC,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Restaking', 'Berachain Ecosystem', 'Merlin Chain Ecosystem', 'Sonic Ecosystem', 'Sei Network Ecosystem', 'Soneium Ecosystem', 'Corn Ecosystem']",7730.205778128781,7730.205778128781,119,Oku Trade (BOB Network),bridged-wrapped-bitcoin-bob-network,,
solv-protocol-solvbtc-core,solvbtc.core,Solv Protocol SolvBTC.CORE,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Core Ecosystem', 'Liquid Staking']",700.0345422771488,700.0345422771488,594,COREx,free-bridged-solvbtcb-core,,
solv-protocol-solvbtc-jupiter,solvbtc.jup,Solv Protocol SolvBTC Jupiter,"['BNB Chain Ecosystem', 'Soneium Ecosystem']",853.7711106755311,853.7711106755311,554,Kyo Finance V3,solv-protocol-solvbtc-jupiter,,
songbird,sgb,Songbird,['Smart Contract Platform'],15686029860.66974,18631717128.62244,519,MEXC,tether,SGBUSDT,y
sonic-3,s,Sonic (prev. FTM),"['Smart Contract Platform', 'Layer 1 (L1)', 'Sonic Ecosystem']",3175000000,3175000000,66,BINANCE,usd-coin,SUSDC,y
sonic-svm,sonic,Sonic SVM,"['Smart Contract Platform', 'Gaming (GameFi)', 'Solana Ecosystem', 'Layer 2 (L2)', 'Gaming Blockchains', 'Sonic SVM Ecosystem']",360000000,2400000000,432,MEXC,tether,SONICUSDT,y
sosovalue,soso,SoSoValue,"['Index', 'Analytics', 'Ethereum Ecosystem', 'Base Ecosystem']",70500000,1000000000,816,MEXC,tether,SOSOUSDT,y
sovryn,sov,Sovryn,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain', 'Rootstock Ecosystem']",59861527.20531385,100000000,1441,MEXC,tether,SOVUSDT,y
spacechain-erc-20,spc,SpaceChain (ERC-20),['Ethereum Ecosystem'],406294238.5051539,603577159.9,1546,UNISWAP3ETH,usd-coin,SPCUSDC,
space-id,id,SPACE ID,"['NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",430506132,1996617244,490,BINANCE,tether,IDUSDT,y
sovrun,sovrn,Sovrun,"['Gaming (GameFi)', 'Metaverse', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'DWF Labs Portfolio', 'On-chain Gaming', 'Andreessen Horowitz (a16z) Portfolio', 'Hyperliquid Ecosystem', 'Delphi Ventures Portfolio', 'Circle Ventures Portfolio']",832500000,896771567,1382,MEXC,tether,SOVRNUSDT,y
space-nation-oikos,oik,Space Nation Oikos,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Immutable zkEVM Ecosystem', 'RPG', 'MMO']",530000000,1000000000,1345,MEXC,tether,OIKUSDT,y
spacen,sn,SpaceN,['BNB Chain Ecosystem'],40010000,1000000000,726,GATEIO,tether,SNUSDT,y
sparta-2,sparta,SPARTA,"['Meme', 'PulseChain Ecosystem']",186834898.9,186834898.9,1306,PulseX V2,hex-pulsechain,,
spectral,spec,Spectral,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'Circle Ventures Portfolio', 'Galaxy Digital Portfolio', 'AI Agent Launchpad', 'DeFAI']",14104696.9,100000000,871,MEXC,tether,SPECUSDT,y
spectra-finance,spectra,Spectra,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Yield Aggregator', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Optimism Ecosystem', 'Fixed Interest', 'Base Ecosystem', 'Yield Tokenization Protocol', 'Delphi Ventures Portfolio']",348400468.9016444,574030648.3,1566,Aerodrome (Base),coinbase-wrapped-staked-eth,,
spell-token,spell,Spell,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Avalanche Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Stablecoin Protocol']",160155827353.7038,1.96009E+11,486,BINANCE,tether,SPELLUSDT,y
sperax,spa,Sperax,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Stablecoin Protocol', 'Alameda Research Portfolio', 'Outlier Ventures Portfolio']",2031603253.159729,4606629145.860771,779,Coinbase Exchange,,,
spectre-ai,spectre,Spectre AI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Telegram Apps', 'AI Agents', 'DeFAI']",9993171.202,9993171.202,966,XT.COM,tether,SPECTREUSDT,
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,"['Tokenized Assets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Starknet Ecosystem', 'Tokenized Treasury Bills (T-Bills)']",79664219.41,79664219.41,525,,,,
spinning-cat,oiiaoiia,Spinning Cat,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem']",999818853.2,999818853.2,1928,Raydium,wrapped-solana,,
